Vth_T ,6bit_Vth,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100
310,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
312,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,31,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
316,31,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
317,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
318,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
319,31,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
320,31,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0
321,31,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
322,31,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
323,31,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
324,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
325,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
326,31,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
327,31,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,3,0,1,1,0,0
328,31,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,1,1,1,0,3,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1
329,31,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,2,1,2
330,31,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,2,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
331,31,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,2,1,1,1,0,0,2,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
332,31,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,2,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,2,2,0,1,0,1,1,1,0,1,1,1,0,0,0
333,31,1,0,0,1,1,2,1,1,1,0,1,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,2,0,2,1,2,1,0,1,0,1,0,0,0,1,0,2,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
334,31,0,1,1,1,0,2,2,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,1,1,1,1,2,0,2,0,1,0,0,0,1,2,2,2,0,2,0,0,0,1,0,0,0,2,1,2,0,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,2,1,1,0,1,2,2
335,31,1,1,0,1,2,1,1,1,2,1,1,0,0,0,1,1,3,1,1,0,0,0,1,1,0,0,1,0,2,1,1,1,1,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2,3,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
336,31,2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,2,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,5,0,2,0,1,1,2,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,2,0,1,1,1,1,1,0,0,1,1,1,3,2,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,2,0,1,0,0,1,2,1
337,31,1,0,0,0,1,0,1,0,1,1,0,0,1,2,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,2,0,0,1,2,3,1,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,2,1,2,1,2,1,1,1,1,0,2,2,1,1
338,31,1,1,1,0,0,0,1,2,1,1,0,1,1,1,1,0,2,1,2,0,1,2,0,3,1,1,0,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,2,0,0,2,1,1,0,2,1,1,1,0,0,1,0,0,2,0,2,2,1,1,1,1,1,1,1,1,0,2,1,1,1,0,1,2
339,31,0,1,1,0,1,0,0,0,1,0,2,1,0,1,1,0,0,1,0,1,2,2,0,1,0,1,0,1,1,0,1,1,2,1,1,1,1,4,1,0,3,1,1,1,1,0,1,0,0,1,2,2,1,1,1,2,0,1,1,2,1,1,2,0,2,1,1,0,3,3,1,3,3,0,0,1,1,0,2,2,1,1,1,1,0,0,1,2,0,1,1,1,0,1,3,2,2,2,1,1
340,31,2,1,1,1,3,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1,2,0,1,1,0,1,0,1,1,1,1,0,1,2,1,1,0,1,2,2,1,1,0,2,0,1,1,0,2,2,0,1,1,2,2,0,3,2,0,2,2,1,1,1,2,4,1,1,2,1,2,1,1,1,2,1,2,2,0,0,3,1,2,2,0,2,0,0,1,1,1,1,1,0,2
341,31,1,0,1,5,2,0,1,0,1,1,0,2,3,1,1,0,1,1,1,2,0,1,2,1,6,0,2,0,0,1,0,1,2,0,2,2,1,0,0,3,2,1,1,0,1,2,2,1,1,1,2,1,1,0,1,1,1,2,0,1,0,2,1,0,0,1,1,0,1,0,1,1,2,0,2,2,2,0,2,2,2,1,1,2,3,3,0,3,1,1,1,1,1,0,0,1,1,0,1,1
342,31,0,0,1,0,1,0,2,3,0,2,1,1,0,3,2,1,1,0,0,1,1,0,1,0,1,5,2,0,0,3,1,1,1,2,1,2,2,1,0,1,2,2,0,0,0,2,1,0,0,1,1,2,3,1,2,0,1,5,1,0,1,0,0,2,2,2,1,1,2,3,3,1,0,0,1,1,3,1,2,2,2,1,0,3,3,0,2,5,2,1,1,1,1,2,1,1,2,1,3,1
343,31,1,1,2,1,1,3,3,1,1,2,2,0,4,1,1,1,3,4,1,1,0,1,2,1,0,1,1,0,0,0,2,1,4,1,2,1,1,3,2,1,0,1,2,1,0,0,2,0,0,0,1,2,2,4,0,3,5,3,1,0,2,1,0,1,3,3,2,2,2,0,1,1,0,2,0,4,2,0,0,1,1,1,1,1,0,0,1,0,1,2,0,0,1,0,2,3,3,1,2,2
344,31,0,1,0,0,0,1,4,3,2,0,2,0,1,0,2,1,2,1,4,2,1,2,3,0,0,2,1,4,3,2,3,1,2,4,1,1,1,0,2,1,1,0,3,1,0,2,2,1,1,2,1,1,2,0,2,1,0,1,3,1,2,2,0,1,0,1,1,1,1,1,3,3,1,7,2,1,2,2,0,1,0,3,0,1,2,0,1,1,1,1,1,0,0,0,1,1,2,0,2,1
345,31,3,1,0,2,3,1,1,0,2,7,0,0,1,1,1,1,1,2,1,1,3,3,1,1,1,2,2,1,2,1,3,0,1,1,0,0,1,0,1,1,1,3,1,1,1,0,1,2,0,0,3,3,3,2,0,2,3,0,1,3,0,2,4,3,2,1,2,1,2,0,1,2,1,1,2,6,2,1,0,1,4,3,0,0,1,1,0,1,1,7,2,1,1,0,0,1,1,0,0,0
346,31,2,3,2,2,0,3,3,1,2,1,2,1,0,1,1,2,0,2,1,4,1,4,2,3,1,2,1,3,3,1,3,3,0,1,1,5,1,1,1,0,2,2,1,1,0,4,1,2,2,1,0,0,4,0,3,2,1,1,7,5,0,2,1,1,2,3,3,0,2,9,2,5,1,0,0,0,2,1,1,1,3,1,1,2,5,0,2,5,0,3,1,4,3,4,3,2,6,1,2,6
347,31,2,2,0,0,0,5,3,1,4,2,3,2,2,5,7,3,3,1,0,2,2,1,2,3,4,0,2,7,1,1,2,1,0,6,2,1,4,1,1,1,0,5,1,1,4,2,0,10,10,3,1,3,4,7,6,3,1,0,1,0,2,1,0,2,2,1,1,4,3,1,1,2,3,1,2,0,2,5,3,1,3,1,4,0,3,4,2,4,0,2,1,4,3,4,1,2,2,3,0,9
348,31,1,1,3,2,2,2,5,3,1,5,4,0,7,7,1,3,1,5,1,1,4,5,0,4,2,1,2,2,5,1,2,1,0,1,2,6,3,0,1,7,1,4,2,1,1,0,3,1,1,8,4,1,3,1,1,2,5,2,6,0,8,1,2,6,2,9,4,1,0,5,1,5,5,1,2,3,5,0,1,6,2,1,2,2,4,0,5,3,1,7,0,1,0,1,0,1,4,3,8,5
349,31,0,1,7,2,3,0,4,0,3,5,9,1,2,0,7,1,7,2,6,5,2,0,3,2,4,1,0,5,8,2,5,0,1,5,1,1,2,1,2,1,7,2,2,3,1,1,3,1,3,2,5,5,0,5,4,0,1,2,1,5,4,6,8,4,8,8,4,3,1,3,0,5,7,1,7,6,2,1,0,1,1,3,0,2,5,2,5,1,0,3,3,2,0,2,0,2,6,0,1,1
350,31,2,2,1,7,0,4,4,0,1,7,0,0,3,0,1,0,7,0,4,6,5,3,3,1,1,7,3,5,0,7,2,1,2,1,2,2,4,6,0,8,3,3,1,2,2,8,2,3,4,2,9,3,7,7,4,0,0,0,5,3,1,7,4,0,3,6,7,0,4,5,2,8,0,5,5,1,9,2,1,0,6,2,1,0,2,1,3,5,1,2,3,7,7,1,4,9,1,3,1,1
351,31,2,5,5,4,1,6,1,1,0,6,7,8,8,6,7,6,0,4,1,0,5,6,6,0,5,7,7,3,4,0,1,4,7,6,5,2,8,0,1,6,2,6,2,2,3,6,7,0,6,1,5,7,2,2,4,2,5,8,4,5,8,0,7,2,2,3,3,0,10,3,4,0,1,1,1,4,7,0,6,8,0,1,1,1,2,4,7,1,4,8,6,1,4,7,3,2,1,1,8,1
352,31,2,3,7,7,3,7,6,3,7,6,8,6,1,4,5,10,1,5,2,2,6,2,0,2,7,3,0,8,3,2,6,5,4,1,8,0,6,3,4,7,1,1,6,4,3,4,8,0,1,0,6,2,9,4,7,3,0,0,1,8,3,5,4,3,6,7,1,8,8,1,8,8,7,6,10,4,4,2,1,5,2,2,5,5,3,3,2,2,0,7,8,8,0,8,3,8,2,2,1,5
353,31,8,0,0,5,2,8,8,7,8,3,7,1,7,0,0,7,7,5,2,8,7,7,1,4,1,6,3,8,2,7,4,7,0,1,3,7,3,7,0,2,2,0,7,7,3,3,3,7,2,7,4,6,10,0,4,4,0,3,6,8,0,8,9,5,1,0,8,2,0,5,4,1,7,2,7,7,8,0,4,2,2,7,2,3,6,2,9,1,1,5,0,5,9,3,1,2,4,7,8,2
354,31,0,1,1,1,3,7,8,4,8,5,1,3,8,6,4,9,5,9,3,7,7,1,8,4,1,4,4,7,7,7,9,1,8,8,9,6,8,8,8,8,8,3,1,1,1,8,7,0,7,8,7,7,7,6,7,7,1,3,7,4,4,4,2,4,8,0,3,8,1,5,7,9,1,8,2,2,1,6,4,7,8,3,0,8,0,3,4,5,10,7,9,7,9,6,0,8,7,1,5,1
355,31,7,3,8,0,3,2,7,6,1,5,1,5,8,4,6,9,6,10,7,4,6,9,8,7,9,5,3,2,7,4,8,5,3,7,3,3,8,3,7,3,7,3,7,1,6,7,7,0,8,8,2,1,2,1,1,4,6,0,3,5,8,1,6,5,1,7,3,0,5,7,0,6,0,3,2,5,2,6,8,5,6,6,8,0,6,9,1,8,7,3,5,8,6,1,8,1,5,6,3,1
356,31,8,5,4,4,6,6,5,8,5,6,7,8,1,5,7,8,0,8,1,7,8,3,3,6,1,7,1,3,7,8,1,5,5,5,8,1,4,1,1,8,1,2,10,7,8,8,0,0,6,4,6,7,10,3,2,6,8,8,4,8,7,9,7,6,3,6,9,1,4,1,6,1,0,5,8,8,9,2,4,7,1,5,5,8,6,3,6,8,6,3,6,10,7,6,2,4,6,7,7,10
357,31,8,9,6,11,10,2,9,4,2,2,3,7,4,7,4,0,3,5,8,7,6,9,8,9,5,2,8,4,7,5,7,9,7,7,4,1,7,8,0,6,3,4,7,8,5,0,5,5,9,7,2,8,7,9,1,4,2,1,8,8,5,3,10,7,7,9,6,2,3,3,6,9,7,7,6,8,7,7,1,2,9,4,7,2,7,1,9,3,8,8,8,1,6,6,7,3,4,10,2,8
358,31,1,6,1,10,4,7,7,1,7,5,6,7,8,10,6,5,8,10,8,7,8,5,9,7,5,4,3,5,10,3,7,10,3,1,8,8,3,3,1,3,7,2,6,0,1,2,2,5,7,6,7,7,8,10,9,7,2,4,3,8,3,9,0,7,7,8,9,8,8,0,5,7,7,10,6,8,1,4,6,8,10,9,3,8,7,1,7,9,11,8,5,6,7,3,9,1,9,1,3,8
359,31,11,8,8,9,7,7,10,8,8,6,1,6,9,1,5,8,8,7,5,10,1,6,4,7,1,4,10,7,8,7,7,8,6,4,8,5,8,7,4,4,1,5,2,6,9,3,6,7,8,10,4,3,9,2,9,7,3,0,5,9,9,9,0,7,8,2,2,8,0,2,6,7,5,7,6,4,9,4,10,7,2,5,1,7,1,5,6,6,5,1,7,6,11,2,3,7,5,2,10,5
360,31,3,7,5,9,6,8,8,10,1,10,3,5,9,8,7,8,5,1,10,9,0,4,4,11,1,7,5,8,9,6,7,8,6,7,4,3,11,7,6,5,5,3,8,1,7,11,1,9,6,9,10,8,9,6,3,2,0,10,8,9,11,7,9,9,8,6,0,9,9,2,7,10,7,9,8,7,3,8,10,6,8,9,8,1,2,9,7,9,7,6,8,7,4,8,8,1,8,4,7,7
361,31,6,1,10,7,5,7,0,7,2,8,5,9,9,4,6,9,8,11,8,0,4,6,8,2,7,2,1,8,7,6,7,6,0,0,7,11,12,7,11,6,7,8,8,8,3,7,7,7,9,3,7,9,7,8,8,11,9,6,8,9,7,9,9,9,2,2,7,6,2,9,9,2,6,14,6,5,8,7,0,9,9,7,8,10,2,5,9,4,5,8,9,5,5,6,5,7,6,0,8,3
362,31,4,8,6,1,8,8,7,7,6,8,10,12,1,10,7,8,8,7,8,7,11,6,9,8,7,7,1,10,7,9,6,6,5,0,8,7,4,7,8,7,7,8,4,7,9,6,8,8,7,9,6,10,5,6,3,9,6,7,7,3,6,9,6,6,9,8,8,8,7,7,6,9,8,8,6,7,6,2,6,6,5,11,7,6,6,7,7,6,10,3,1,8,4,3,7,7,6,9,3,5
363,31,9,5,4,2,11,6,7,8,5,8,5,6,6,5,5,2,6,4,6,4,9,8,5,7,8,7,7,6,9,9,10,6,8,6,8,7,9,6,8,1,2,7,5,8,4,3,7,3,11,7,6,5,5,6,4,6,7,6,5,7,4,8,4,8,6,6,3,8,7,5,8,8,10,7,7,6,5,8,5,8,9,5,7,8,5,9,7,8,7,7,9,7,10,6,5,8,11,6,8,7
364,31,5,13,6,7,7,4,4,4,8,8,5,3,2,6,7,3,12,6,9,4,7,10,7,9,8,6,12,4,6,5,9,1,8,7,11,11,7,4,7,0,7,5,9,10,9,7,7,9,6,8,7,5,9,10,6,1,6,4,7,8,6,4,3,3,8,4,9,9,0,7,2,8,8,5,6,3,5,7,5,7,8,2,10,10,5,7,6,8,9,2,6,5,7,8,10,8,6,6,10,8
